id,comment 
7,1、包装好，密封完整； 2、配方好，除基本营养成分外，还含有OPO、DHA、牛磺酸等额外添加； 3、奶源好，来自新西兰； 4、口感好，微甜，溶解快，宝宝爱喝。 这罐被我颠了好多下以测试密封性，所以罐口都是奶粉，溶解度很好，基本没有挂壁，自己尝了下，微甜，奶味挺足的，口感不错，宝宝也爱喝。 拍照拍的不是很好，见谅，使用感受都是真实的感想，分享给大家。
8,珍护大品牌，高端奶粉，，宝宝喜欢喝，换个奶粉直接不喝，胖嘟嘟的，奶粉很好泡，好消化，正品包装，营养丰富，宝宝从不上火便秘。推荐国产。伊利。
9,昨天下单今天上午收到奶粉，特殊时期（疫情）这样神速，为京东点赞。近期大家响应政府号召，宅在家里，小孙子奶粉告急，我们首先想到京东。收到奶粉后小孙子高兴的手舞足蹈，高兴极了，迫不急待喝上一杯，小孙子特别爱喝！这个奶粉确实不错，营养全面，囗感很好，包装也很精至。以后就喝这伊利金领冠珍护系列奶粉了。
10,一直喝这个牌子这个系列 京东比超市 母婴的便宜些 宝宝也挺爱喝的 奶粉有淡淡的香味 不怎么甜 我们每天喝一次 要是没有出现营养不均衡的现象 奶粉也很容易冲泡 八十度左右的水冲泡不会成球 套装 成箱来的 物流很快 没有破损
1,宝宝吃了她家试用装就不吃别的奶粉了，所以就试着买了一罐，还不错，我尝了一下，口感挺好，不像别的奶粉，太腥或太甜，粉质也特别细腻额，冲泡之后没有疙瘩，颜色也很正，淡淡的黄色，最最主要，宝宝喜欢，每天晚上喝一瓶，一觉睡到天亮
2,宝宝进入厌奶期，考虑给孩子换一款国产奶粉，选了很久才定下伊利金领冠。以前吃的德版爱他美，泡完容易起泡泡，金领冠泡起来不会，水温高点低点都可以正常溶解，味道也是淡淡的，不会太甜，宝宝适应起来很好，宝妈们可以考虑。
3,珍护4段，儿子很喜欢喝，奶香味浓郁，甜度适中，这也是n次购买了，买牛奶我只信赖京东！
4,小宝宝的口粮又来啦，小宝宝从小开始喝金领冠珍护系列产品，奶粉口感很好，几乎没有消化不良的情况，京东购买奶粉正品有保障，包装也结实无损，运气不好呀618的活动的券永远都抢不到，但是宝宝需要的奶粉品质保证才是最重要，礼盒包装多送二个小瓶奶粉
5,伊利奶粉的看客户了，这次看到了搞活动，就又下单了，这个奶粉娃娃很喜欢，没有怪味道，也不是特别特别的甜，营养搭配在奶粉桶上标注的清清楚楚，一目了然。包装也很好，不是塑料桶的，密封性很好，带的奶粉勺子也是笑脸，人性。
6,"营养配方：自从宝宝出生，喝的第一口奶粉就是金领冠珍护，后来母乳喂养到一岁，现在宝妈工作了，孩子自然选择伊利金领冠珍护，宝宝喜欢喝，最重要的是里面添加了防止宝宝便秘的成分，孩子顺利通过便秘期。
消化吸收：宝宝爱喝好吸收
清火功效：我家宝宝喝了伊利金领冠珍护一直到现在都没有发生上火的情况。
我觉得很好，值得推荐。"
7,买奶粉赠铭塔的积木桌，所以一下子买了3桶。奶粉孩子从小一直喝，配方好，不上火，消化吸收好，孩子喜欢。赠品积木桌质量很好，还带了小凳子，一大盒积木，一袋飞行棋，宝宝很喜欢。积木和飞行棋都收起来了，等大点再玩
8,吃了一段时间这个奶粉，感觉还可以吧，这次买三罐送积木一箱，还有好孩子的泡泡洗手液，真的超划算啊，这奶粉口感比较清淡，不会太甜，勺子的设计非常好，不用每次在奶粉里找它，还自带伸缩，吃了大半罐后，可以打开勺子的把柄，伸长好用，这个设计比其他奶粉做的好多了。
9,伊利奶粉，非常好，大品牌，含有乳铁蛋白，提高免疫力，含DHA提高智商，宝宝从小到大都是吃伊利奶粉，营养丰富，不上火，不便秘，抵抗力强，身体棒。京东快递服务好，也很方便，全部送货上门，快递员非常敬业??
10,小孩三岁开始喝款奶粉，快一年了，小孩非常喜欢喝，没有不适应的地方，营养配方也挺全面的，含有复合益生菌消化好，吸收也非常好，不会便秘，而且易溶化，没有挂杯！打算二宝断母乳了也用这款奶粉，京东自营，值得推荐！想买的宝妈赶紧下手哦！
1,孩子四岁，一直喝配方奶粉，。四岁以前一直喝迪拜版爱他美，人肉带回，后来适量太大，一天大概要喝三四瓶奶，人肉带不赶趟儿。三岁半以后换了好几个牌子的奶粉，最终锁定金领冠，实惠，独立包装很方便。最近又看珍护配方更保护孩子肠道，买两罐试试。
2,"正品验证：信任京东
营养配方：营养配方  &alpha;＋&beta;  BID  智赋  益百分
消化吸收：易消化 好吸收
清火功效：宝宝吃着不上火
溶解性：适温冲泡好溶解  没有沉淀细小颗粒物
其他特色：前有试过其它品牌的一款奶粉  香精味很重  尝试金领冠的时候  被奶粉淡淡奶香味吸引了  冲泡完奶香味很好  宝宝也很喜欢"
3,"赶上有活动很划算，买来给两个娃娃喝，先喝了很久才
来评论，感觉很好，娃娃喜欢吃，期待在有活动
1岁2个月宝宝，已经喝了半桶，之前从进口奶粉转奶成
国产奶粉，怕宝宝不适应，开始是进囗和国产由4：1，
3:2，1:1，2：3，1:4，最后全部转成国产奶粉，宝
宝过度很好，没有便秘腹泻。同时，宝宝很喜欢喝。我
自己喝了一囗，感觉进囗奶粉确实没有国产奶粉囗感好
喝。可能国产奶粉更适合中国宝宝吧"
4,宝宝从小就开始喝金领冠了，我家宝宝还是个早产儿，喝着挺适应的，混合喂养，半岁18斤，身体棒棒，消化吸收挺好的，没有上火的现象，也特别好溶解，价格比较合适没有太贵，相信国产，一段喝完二段还继续喝，支持一下
5,奶粉天天见，小娃先起先喝了，还有个大娃呢，刚好都在3-6岁范围内，可以一起喝这个四段，但是奶粉是喝得真快啊，没几天又一罐见底了。孩子们爱喝，喝着也挺好，这样想想也就舒坦了。好奶粉很重要，钟南山爷爷也说每天都要喝两杯牛奶呢！加油！
6,都不知道评论什么了反正一直在买一直在吃，而且宝宝很喜欢喝这款奶粉！好吸收容易消化不便秘！一个字就是好！
7,"正品验证：扫码积分都OK
营养配方：我选的，很放心
消化吸收：吸收很好，宝宝爱喝，白白胖胖
清火功效：不上火不便秘
溶解性：很好溶，宝宝1岁多了，用不着温奶器，水温凭感觉来的
其他特色：武汉特殊时期还能3天送达，爱京东"
8,非常好哦。奶粉很香，瓶盖设计的也很人性化，特别是勺子，还给加长版的，这样对于奶粉快见底了很友好，点赞，之前一直吃有机菁智的，大便总是干干的，自从吃了这个，宝宝便便终于不用使出吃奶的劲了。物美价廉，6罐下来才220多，以后就吃它了。赞赞赞。
9,"质量非常好，宝宝很喜欢喝，而且吃了不上火，最主要珍护含有oPo结构，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很意的一次购物，希望更多的朋友来京东伊利大品牌购物值得信赖。我会再次光顾的。"
10,宝宝从出生到现在一直喝金领冠珍护这个系列的奶粉，这个奶粉非常的好，味道很香，而且不是特别的甜，京东有活动的时候比超市要便宜很多，很划算，每次都买好几罐，送货速度也超级快！宝宝喝这个奶粉，体质非常的好，很少生病，宝宝很爱喝，每天最少保证三顿奶，现在每次150毫升到180毫升。里面有小勺子，用起来也非常的方便，而且还可以积分兑换礼品，非常的好，值得购买！希望京东能够经常搞活动吧，把实惠让给消费者，支持京东！
1,好的很！确实不错！价格也实惠！总之很好吧！先存着！日期也很新鲜！
2,从出生到现在两周四个月一直喝的这个，就连同品牌别的型号都没换过，怕孩子喝了不适应，好喝不上火，奶味很浓香醇，没喝过进口的不知道，反正喝这个孩子身体很棒，也没觉着别人家孩子喝进口的合资的身体壮，主要孩子爱喝就行，有的孩子喝一段时间不喝了，换奶粉才喝，那样孩子可就遭罪了。
3,"正品验证：已扫描底部二维码，验货正品?
营养配方：富含多种宝宝所需营养，DHA，铁，蛋白质含量都很高，而且伊利珍护还有专利配方，安全值得信赖?
消化吸收：宝宝喝了很好吸收，身体长的壮壮的。
清火功效：大便很软，无奶瓣，不干硬
溶解性：45度温开水冲调，刚刚好。"
4,"一直在京东购买伊利金领冠奶粉，方便快捷，看着不够了第一天下单第二天就能送到，去超市觉得太浪费时间了，京东买了送到楼下便利店，下班回家顺路就取回来了，太方便了。
奶粉包装完好，日期也比较新，孩子一直在喝，希望她健康快乐成长。这次碰到双十一购物节，果断买了一箱子屯着，平时我比较反感屯东西，这次有赠品而且划算，就忍不住了。楼下孕婴店一盒婴儿米粉45块， 肉疼，这次还给送了，很好，放心。"
5,奶粉泡起来很香浓，丝滑般感觉。溶解性很好，小孩消化吸收好。宝宝喝了不上火。营养配方很全面。生产日期很新鲜，做活动时价格美丽。很满意，喝完再回购。
6,马上六个月的宝宝，饭量挺大的。基本上一周一桶奶粉。作为父母的，必须要选择可靠的优质的产品，才能放心，安心。伊利金领冠，大娃都在用，二娃也就没选择其他品牌的。京东自营店，可靠，值得信赖。价格还比超市便宜多了，而且本地仓早上拍下午到，非常方便。
7,奶粉下面有正品的二维码，追根溯源，正品有保证。认准京东，营养方面也比较均衡，不比进口奶粉差，而且我宝宝喝了长得健健康康，宝宝很爱这味道，真的很好。而且溶解性很好，用水一泡，就溶解了，很方便的。奶的品质好。购买了两次了，下次还继续买
8,我女儿已经两岁半了，从刚出生就喝的伊利珍护，现在都喝三段的了，没换过奶粉。前一段时间尝试换奶粉的有结果她不喜欢喝，又给换回来了。我也尝了尝，奶味特别浓，很好喝，也非常易容解，易消化好吸收，真的很不错。
